director_name,actor_1_name,gross
Cristian Mungiu,Anamaria Marinca,1185783.0
Kevin Munroe,Marco St. John,1183354.0
Wayne Beach,Mekhi Phifer,1181197.0
Sidney Lumet,Peter Dinklage,1172769.0
Douglas McGrath,Toby Jones,1150403.0
Michael Cuesta,Adam LeFevre,1141829.0
David Sington,John F. Kennedy,1134049.0
Siddiq Barmak,Marina Golbahari,1127331.0
Greg Harrison,Rachel True,1114943.0
Rodrigo García,Naomi Watts,1110286.0
Je-kyu Kang,Min-sik Choi,1110186.0
Paul Schrader,Dana Delany,1100000.0
Gary Rogers,Noah Danby,1098224.0
Nigel Cole,Bob Hoskins,1094798.0
William Dear,Clifton Collins Jr.,1089445.0
Brad Anderson,Christian Bale,1082044.0
Bob Rafelson,Harold Perrineau,1075288.0
Anand Tucker,Colin Firth,1071240.0
Roland Joffé,Jordi Mollà,1068392.0
Nadine Labaki,Yasmine Al Massri,1060591.0
James Cox,Alexis Dziena,1056102.0
Victor Salva,Scott Mechlowicz,1055654.0
Miguel Arteta,Lupe Ontiveros,1050600.0
Christian Carion,Gary Lewis,1050445.0
Meiert Avis,Fisher Stevens,1046166.0
Wes Anderson,Andrew Wilson,1040879.0
George Hickenlooper,Kevin Spacey,1039869.0
Michael Mayer,Robin Wright,1029017.0
Rodrigo Cortés,Ryan Reynolds,1028658.0
Roger Spottiswoode,Radha Mitchell,1027749.0
Jon Shear,Dan Futterman,1027119.0
Joe Cornish,John Boyega,1024175.0
Richard Kwietniowski,Philip Seymour Hoffman,1011054.0
David Slade,Odessa Rae,1007962.0
Victor Nunez,Allison Dean,1001437.0
Dick Richards,Catherine Deneuve,1000000.0
James Fargo,Christopher Lee,1000000.0
Pawel Pawlikowski,Paddy Considine,992238.0
Michael Polish,Sasha Alexander,985341.0
Marc Levin,Sonja Sohn,982214.0
Robby Henson,Marc Blucas,978908.0
Jodie Foster,Jennifer Lawrence,958319.0
George A. Romero,Megan Park,952620.0
Majid Majidi,Bahare Seddiqi,925402.0
Joseph Dorman,Rachel Dratch,906666.0
Piyush Dinker Pandya,Purva Bedi,902835.0
Bob Odenkirk,Jenna Fischer,900926.0
Salvador Carrasco,Elpidia Carrillo,886410.0
Marc Forby,Q'orianka Kilcher,883887.0
James Gray,Charlize Theron,882710.0
David Webb Peoples,Delroy Lindo,882290.0
Richard Shepard,James Brolin,876671.0
Anton Corbijn,Sam Riley,871577.0
Atom Egoyan,Colin Firth,871527.0
Sylvio Tabet,Michael Berryman,869325.0
Kar-Wai Wong,Natalie Portman,866778.0
Dave McKean,Stephanie Leonidas,864959.0
Carroll Ballard,Eamonn Walker,860002.0
Kelly Reichardt,John Robinson,856942.0
C. Jay Cox,Joseph Gordon-Levitt,819939.0
Michael Winterbottom,Milla Jovovich,807864.0
Ruggero Deodato,Michael Berryman,800000.0
Franklin J. Schaffner,Frank Langella,800000.0
Richard Dutcher,Wilford Brimley,798341.0
Michael McGowan,Campbell Scott,795126.0
Michael Herz,Phoebe Legere,792966.0
Robert Towne,Billy Burke,777423.0
Paul Greengrass,James Nesbitt,768045.0
David Wain,Jon Hamm,766487.0
Norman Jewison,Charlotte Rampling,763044.0
Richard Kelly,Jake Gyllenhaal,727883.0
Walter Salles,Kristen Stewart,717753.0
Mike van Diem,Jan Decleir,713413.0
Rebecca Miller,Beau Bridges,712294.0
Jason Eisener,Gregory Smith,703002.0
Jean-Marie Poiré,Christian Clavier,700000.0
Steve Buscemi,Steve Buscemi,695229.0
Tomm Moore,Sean Lennon,686383.0
D.J. Caruso,Adam Goldberg,676698.0
Jafar Panahi,Fereshteh Sadre Orafaiy,673780.0
Ol Parker,Celia Imrie,671240.0
Richard Williams,Donald Pleasence,669276.0
Kaige Chen,Dong-gun Jang,668171.0
Fenton Bailey,Hugh M. Hefner,653621.0
Geoffrey Sax,Alex Pettyfer,652526.0
Ham Tran,Long Nguyen,638951.0
Laurent Tirard,Romain Duris,634277.0
Ang Lee,Jeremy W. Auman,630779.0
John Woo,Takeshi Kaneshiro,626809.0
Steve Miner,Tom Skerritt,623374.0
Alejandro Amenábar,Max Minghella,617840.0
Jirí Menzel,Julia Jentsch,617228.0
Hsiao-Hsien Hou,Qi Shu,613556.0
Aki Kaurismäki,Jean-Pierre Léaud,611709.0
Thomas Vinterberg,Thomas Bo Larsen,610968.0
Rich Cowan,Eric Dane,609042.0
Jacob Aaron Estes,Rory Culkin,603943.0
Guy Ritchie,Bruce Greenwood,598645.0
Steve Taylor,Jason Marsden,594904.0
Jonathan Caouette,Greg Ayres,592014.0
Trey Parker,Trey Parker,582024.0
Joshua Seftel,Bashar Rahal,578527.0
David Jacobson,Hunter Parrish,568695.0
Mars Callahan,Chazz Palminteri,562059.0
Neil Jordan,Tony Curran,548934.0
David Gordon Green,Zooey Deschanel,548712.0
Martin Koolhoven,Yorick van Wageningen,542860.0
Marc Forster,Gerard Butler,537580.0
Myles Berkowitz,Tia Carrere,536767.0
Huck Botko,Matt Bennett,535249.0
Peter Sollett,Steve Carell,532988.0
Steve James,Kurtwood Smith,532190.0
Angelina Jolie Pitt,Brad Pitt,531009.0
Gary Fleder,Steve Buscemi,529766.0
Richard Lester,Paul McCartney,515005.0
Michel Leclerc,Sara Forestier,513836.0
Marc F. Adler,Eric Idle,511920.0
Mel Gibson,Christo Jivkov,499263.0
Vincenzo Natali,David Hewlett,489220.0
Stephen Chow,Wei Zhao,488872.0
Joshua Oppenheimer,Anwar Congo,484221.0
Corey Yuen,Steve Howey,480314.0
Uli Edel,Moritz Bleibtreu,476270.0
Andrew Haigh,Tom Cullen,469947.0
Finn Taylor,David Arquette,464655.0
Karen Moncrieff,Frances Fisher,464126.0
Chatrichalerm Yukol,Sarunyu Wongkrachang,454255.0
Shari Springer Berman,Lynn Cohen,453079.0
Tom Hooper,Stephen Graham,449558.0
Takeshi Kitano,Omar Epps,447750.0
Jamal Hill,Logan Browning,444044.0
Katsuhiro Ôtomo,Mitsuo Iwata,439162.0
Tom Kalin,Eddie Redmayne,434417.0
Shane Carruth,Shane Carruth,424760.0
Roger Avary,Eric Stoltz,418953.0
Leslye Headland,Kirsten Dunst,418268.0
Katsuhiro Ôtomo,William Hootkins,410388.0
Jonas Åkerlund,Patrick Fugit,410241.0
Henry Bean,Ryan Gosling,406035.0
Ray Lawrence,John Howard,399879.0
Mike Figgis,Kelly Macdonald,399793.0
Rick Bieber,Aidan Quinn,399611.0
Michael Corrente,Jerry Ferrara,398420.0
Sally Potter,Shirley Henderson,396035.0
Isabel Coixet,Sarah Polley,395592.0
Lena Dunham,Lena Dunham,389804.0
Spencer Susser,Joseph Gordon-Levitt,382946.0
Jamie Babbit,Katy Mixon,381186.0
Michael Landon Jr.,Henry Thomas,379643.0
Hans Canosa,Olivia Wilde,379122.0
Anna Muylaert,Alex Huszar,375723.0
David Anspaugh,Gerard Butler,375474.0
Brad Anderson,Paul Guilfoyle,373967.0
David Gordon Green,Nicolas Cage,371897.0
David Duchovny,Robin Williams,371081.0
Vincent Gallo,Vincent Gallo,365734.0
Renny Harlin,Viggo Mortensen,354704.0
Gregor Jordan,Dean Stockwell,353743.0
Agnieszka Holland,Phyllida Law,352786.0
Dario Argento,John Amos,349618.0
Gaspar Noé,Paz de la Huerta,336467.0
Keith Gordon,Robert Downey Jr.,336456.0
Morgan J. Freeman,Edie Falco,334041.0
Anthony Russo,Michael Jeter,333976.0
Shane Meadows,Stephen Graham,327919.0
Kevin Spacey,Viggo Mortensen,326308.0
Matt Dillon,Kirk Fox,325491.0
James Gunn,Linda Cardellini,322157.0
Craig Zobel,Dreama Walker,318622.0
Anne Fontaine,Robin Wright,317125.0
Udayan Prasad,Kristen Stewart,317040.0
Petter Næss,Jørgen Langhelle,313436.0
Alex Zamm,Taylor Negron,306715.0
Kevin Reynolds,Esai Morales,305070.0
Lucrecia Martel,Mía Maestro,304124.0
Vadim Perelman,Eva Amurri Martino,303439.0
Stefan Schwartz,Peter McNamara,302204.0
Angelina Jolie Pitt,Jelena Jovanova,301305.0
Andrew Currie,Alexia Fast,298110.0
Fenton Bailey,Macaulay Culkin,296665.0
Eric Schaeffer,Peter Dinklage,295468.0
Anthony Powell,Josh Swanson,287761.0
Efram Potelle,Shiri Appleby,279282.0
Kevin Jordan,Derick Martini,277233.0
Alex Gibney,Alex Gibney,274661.0
Costa-Gavras,Sebastian Koch,274299.0
Richard Kelly,Janeane Garofalo,273420.0
Akira Kurosawa,Takashi Shimura,269061.0
Robert Lee King,Lauren Ambrose,265107.0
Julie Taymor,Djimon Hounsou,263365.0
Kar-Wai Wong,Li Gong,261481.0
Jeremy Saulnier,Devin Ratray,258113.0
Kelly Reichardt,Daniel London,255352.0
André Øvredal,Otto Jespersen,252652.0
Neema Barnette,Monica Calhoun,243347.0
David Gordon Green,Paul Schneider,241816.0
Gareth Edwards,Scoot McNairy,237301.0
Richard E. Grant,Emily Watson,233103.0
Lance Hool,Tom Berenger,229311.0
Dan Harris,Kip Pardue,228524.0
Mel Smith,Minnie Driver,226792.0
Michael Haneke,Isabelle Huppert,225377.0
Gabriele Muccino,Laura Morante,223878.0
Steven Shainberg,Robert Downey Jr.,220914.0
Robert Cary,Frances Conroy,220234.0
Michael Winterbottom,Liam Aiken,214966.0
Marco Kreuzpaintner,Zack Ward,214202.0
Bill Plympton,Charis Michelsen,203134.0
Tim Heidecker,Michael Gross,200803.0
Laurie Collyer,Brad William Henke,198407.0
Michael Winterbottom,Samantha Morton,197148.0
Thaddeus O'Sullivan,Olivia Williams,196067.0
Lajos Koltai,Marcell Nagy,195888.0
Jeff Garlin,Jessy Schram,194568.0
Greg Harrison,Amir Talai,191309.0
Andrey Konchalovskiy,Shirley Henderson,190562.0
Roland Emmerich,Jeremy Irvine,186354.0
Kevin Allen,Craig Ferguson,185577.0
Guillaume Canet,François Cluzet,183662.0
Simon West,Nicolas Cage,183125.0
Neil Burger,John Heard,183088.0
John Waters,Divine,180483.0
Carmen Marron,Jossara Jinaro,178739.0
Ti West,Lena Dunham,178160.0
Alan Rudolph,Bruce Willis,175370.0
Joshua Tickell,Larry David,173783.0
Bruce Campbell,Ted Raimi,173066.0
Jon Gunn,Stacy Keach,171988.0
Yimou Zhang,Jet Li,169922.0
Hyung-rae Shim,Jason Mewes,163591.0
Charles Chaplin,Paulette Goddard,163245.0
Michel Orion Scott,Temple Grandin,155984.0
Steve Buscemi,Kevin Corrigan,154077.0
Fernando León de Aranoa,Luis Tosar,146402.0
Lucky McKee,James Duval,145540.0
Ole Christian Madsen,Lars Mikkelsen,145109.0
Rod Lurie,Kevin Pollak,144583.0
Paul Crowder,Pelé,144431.0
Richard Raymond,Tom Cullen,143653.0
Deon Taylor,Matt Cohen,143000.0
Sidney Lumet,Kyra Sedgwick,141853.0
Darren Lynn Bousman,Alexa PenaVega,140244.0
Christopher Smith,Danny Dyer,136432.0
Olivier Assayas,Maggie Cheung,136007.0
Taylor Hackford,Scout Taylor-Compton,134904.0
Stuart Gordon,Joe Mantegna,131617.0
Henry Hobson,Joely Richardson,131175.0
Peter Ho-Sun Chan,Jet Li,128978.0
Jee-woon Kim,Kang-ho Song,128486.0
Li Zhang,Bingbing Li,127437.0
Andrew Wilson,Will Ferrell,127144.0
Lucio Fulci,Catriona MacColl,126387.0
Alan Metter,Christopher Lee,126247.0
Nicholas Fackler,Adam Scott,124720.0
Lance Mungia,Jeffrey Falcon,124494.0
Daniel Algrant,Al Pacino,121972.0
Chuan Lu,Ye Liu,119922.0
Pete Jones,Brian Dennehy,119841.0
Joey Lauren Adams,Tim Blake Nelson,117560.0
Jonathan Lynn,Rupert Grint,117190.0
Shana Feste,Jennifer Ehle,115862.0
James Dodson,Larry Miller,115504.0
Tom Putnam,Brendan Doogie Milewski,111300.0
Larry Blamire,Fay Masterson,110536.0
Rachel Perkins,Deborah Mailman,110029.0
Marc Schölermann,John de Lancie,108662.0
Agnieszka Wojtowicz-Vosloo,Liam Neeson,108229.0
Justin Kerrigan,Danny Dyer,104257.0
Goran Dukic,Leslie Bibb,104077.0
Tony Jaa,Nirut Sirichanya,102055.0
Adam Rapp,Zooey Deschanel,101228.0
George A. Romero,Julian Richings,101055.0
Hue Rhodes,Peter Dinklage,100669.0
Julio DePietro,Adrian Martinez,100503.0
Reed Cowan,Dustin Lance Black,99851.0
Jean-Pierre Jeunet,Callum Rennie,99462.0
Morgan J. Freeman,Ethan Suplee,99147.0
Quentin Dupieux,Haley Ramm,98017.0
Angela Robinson,Jordana Brewster,96793.0
Johnny Remo,Matthew Ziff,96734.0
Marco Kreuzpaintner,Alicja Bachleda,95016.0
Katherine Dieckmann,Stephanie Szostak,92900.0
Steven R. Monroe,Sarah Butler,92401.0
Barry Skolnick,Jason Statham,92191.0
Giuseppe Tornatore,Jim Sturgess,85433.0
Jon Gunn,John August,85222.0
Gérard Krawczyk,Carole Bouquet,81525.0
Sergey Bodrov,Jay Hernandez,77231.0
Alex Rivera,Leonor Varela,75727.0
Barry Levinson,Anna Friel,75078.0
Lars von Trier,Bryce Dallas Howard,74205.0
Ryûhei Kitamura,Bradley Cooper,73548.0
Daniel Lee,Si Won Choi,72413.0
Michael D. Sellers,Katharine Ross,71904.0
Stéphane Aubier,Mackenzie Foy,71442.0
Michael Clancy,Zooey Deschanel,70527.0
Oren Moverman,Steve Buscemi,66637.0
Stefan Ruzowitzky,Charlie Hunnam,65804.0
Brian De Palma,Mike Figueroa,65087.0
Nick Cassavetes,Ryan Gosling,64286.0
Christian Volckman,Romola Garai,63260.0
Benjamin Dickinson,Nora Zehetner,62480.0
E.L. Katz,Brighton Sharbino,59379.0
Kurt Voss,Lemmy,58936.0
David Schwimmer,Noah Emmerich,58214.0
John Hillcoat,Viggo Mortensen,56692.0
Panos Cosmatos,Chris Gauthier,56129.0
James Toback,Sarah Michelle Gellar,56007.0
Peter Cattaneo,James Nesbitt,54606.0
Robert Moresco,Brian Dennehy,53481.0
Justin Lin,Monique Gabriela Curnen,52850.0
James Mottern,Jimmy Bennett,52166.0
Arie Posin,Rory Culkin,49526.0
Paul Schrader,Nolan Gerard Funk,49494.0
Johnnie To,Simon Yam,49413.0
Nick Tomnay,David Hyde Pierce,48430.0
Neil Burger,Raymond J. Barry,47329.0
Kenneth Lonergan,Matt Damon,46495.0
Stephen Milburn Anderson,Chris Hemsworth,46451.0
Mary McGuckian,Robert De Niro,42880.0
Tommy Wirkola,Bjørn Sundquist,41709.0
Guillaume Canet,Mila Kunis,41229.0
Brandon Trost,Clifton Collins Jr.,40557.0
Jason Alexander,Gretchen Mol,39852.0
Nacho Vigalondo,Karra Elejalde,38108.0
Peter Stebbings,Michael Kelly,37606.0
Zak Penn,Zak Penn,36830.0
S.R. Bindler,Matthew McConaughey,36497.0
C. Jay Cox,Tori Spelling,31937.0
Joe Swanberg,Anna Kendrick,30084.0
Dito Montiel,Channing Tatum,28870.0
George Ratliff,Jim Gaffigan,27445.0
Jaume Balagueró,Jonathan D. Mellor,27024.0
François Truffaut,Catherine Deneuve,26893.0
Fritz Lang,Brigitte Helm,26435.0
Nick Love,Hayley Atwell,26345.0
Ben Wheatley,MyAnna Buring,26297.0
Eric Bress,Logan Lerman,23947.0
Ruairi Robinson,Romola Garai,23838.0
Thomas Vinterberg,Michael Angarano,23106.0
Vicente Amorim,Viggo Mortensen,23091.0
Lloyd Kaufman,John Karyus,23000.0
Hitoshi Matsumoto,Lindsay Kay Hayward,22770.0
Stefan Ruzowitzky,Eddie Izzard,22723.0
Akiva Goldsman,Matt Bomer,22451.0
Xavier Gens,Michael Biehn,22000.0
John Hamburg,Harvey Fierstein,21210.0
Jake Paltrow,Stephen Graham,20380.0
Karim Aïnouz,Wagner Moura,20262.0
George Gallo,Daniel Roebuck,20218.0
Kat Coiro,Justin Kirk,20186.0
Dagur Kári,Alice Olivia Clarke,19959.0
Jonathan Kesselman,Judy Greer,19539.0
Michael Meredith,Jeff Bridges,19348.0
Jim Mickle,Connor Paolo,18469.0
Pascal Arnold,Karl E. Landler,18435.0
Oliver Blackburn,Julian Morris,18378.0
Renny Harlin,Richard Coyle,17149.0
Klaus Menzel,Adam Garcia,16066.0
John Duigan,Elaine Hendrix,15593.0
Arthur Hiller,Eric Idle,15447.0
Rich Christiano,Gavin MacLeod,15278.0
Sam Peckinpah,James Coburn,14873.0
Peter Cattaneo,Jacqueline McKenzie,13751.0
Scott Ziehl,William Smith,13493.0
Alex Smith,Ryan Gosling,13134.0
Craig Mazin,Judy Greer,12996.0
Franck Khalfoun,America Olivo,12843.0
Stephen Kay,Keanu Reeves,12836.0
Hunter Richards,Jason Statham,12667.0
Anand Tucker,Adam Scott,12561.0
Damian Nieman,Glenn Plummer,10696.0
Eric Nicholas,Jordana Spiro,10018.0
Yimou Zhang,Christian Bale,9213.0
José Padilha,Wagner Moura,8060.0
Orson Welles,Rita Hayworth,7927.0
Ramaa Mosley,Jack McBrayer,6643.0
Hal Haberman,Michael Rapaport,6387.0
Stefan Ruzowitzky,Benno Fürmann,5725.0
Scott Marshall,Drew Fuller,5561.0
Eddie O'Flaherty,Don Wallace,5199.0
Ralph Ziman,Rapulana Seiphemo,4958.0
Jonathan Newman,Ioan Gruffudd,4756.0
Álex de la Iglesia,Jim Carter,3607.0
Bruce McDonald,Stephen McHattie,3478.0
Amy Heckerling,Taylor Negron,2964.0
Adam Goldberg,Judy Greer,2580.0
Bruce Dellis,Tatyana Ali,2468.0
Paul Bunnell,Kate Maberly,2436.0
Alex Craig Mann,Justin Chon,1332.0
Ricki Stern,Darryl Hunt,1111.0
Brian Trenchard-Smith,David Keith,721.0
Frank Whaley,Lynn Cohen,703.0
Ekachai Uekrongtham,Michael Jai White,162.0
